food_id,food_code,duplicate_code_sequence,source_row_index,food_name,description,group_code,previous_code,main_data_references,footnote,water_g_per_100g,energy_kcal_per_100g,energy_kj_per_100g,protein_g_per_100g,fat_g_per_100g,carbs_g_per_100g,starch_g_per_100g,sugars_g_per_100g,glucose_g_per_100g,fructose_g_per_100g,sucrose_g_per_100g,lactose_g_per_100g,alcohol_g_per_100g,fibre_nsp_g_per_100g,fibre_aoac_g_per_100g,fibre_g_per_100g,saturated_fat_g_per_100g,monounsaturated_fat_g_per_100g,polyunsaturated_fat_g_per_100g,trans_fat_g_per_100g,cholesterol_mg_per_100g,sodium_mg_per_100g,salt_g_per_100g,potassium_mg_per_100g,calcium_mg_per_100g,magnesium_mg_per_100g,phosphorus_mg_per_100g,iron_mg_per_100g,copper_mg_per_100g,zinc_mg_per_100g,selenium_ug_per_100g,iodine_ug_per_100g,vitamin_a_retinol_ug_per_100g,vitamin_d_ug_per_100g,vitamin_e_mg_per_100g,vitamin_k1_ug_per_100g,thiamin_mg_per_100g,riboflavin_mg_per_100g,niacin_mg_per_100g,vitamin_b6_mg_per_100g,vitamin_b12_ug_per_100g,folate_ug_per_100g,vitamin_c_mg_per_100g
15-752,15-752,1,954,"Curry, egg, in sweet sauce, UK type, homemade",Recipe. Eggs in basic UK-type curry sauce. Recipe from review of recipe collection,DR,15-613,Updated 2014,,78.8,112.0,469.0,6.3,7.3,5.9,1.9,3.4,1.3,1.5,0.5,0.0,,0.8,,0.8,1.9,2.96,1.35,0.0,144.0,67.0,0.1675,155.0,38.0,13.0,96.0,1.7,0.07,0.6,11.0,22.0,48.0,1.3,1.34,,0.07,0.2,0.2,0.07,0.8,15.0,1.0
15-753,15-753,1,955,"Curry, egg, with butter, homemade","Recipe. Punjabi dish. Egg, onion and tomato.",DR,15-472,Updated 2014,,76.3,135.0,561.0,5.4,10.6,4.7,0.3,3.4,1.3,1.1,0.9,0.0,,0.8,1.4,1.4,5.56,3.05,0.8,0.26,131.9,130.0,0.325,190.0,39.0,14.0,85.0,1.18,0.07,0.6,8.0,23.0,124.0,1.1,1.08,,0.09,0.17,0.4,0.14,0.7,14.0,2.0
15-754,15-754,1,956,"Curry, egg, with rapeseed oil, homemade","Recipe. Punjabi dish. Egg, onion and tomato.",DR,15-473,Updated 2014,,75.0,149.0,619.0,5.3,12.2,4.7,0.3,3.3,1.3,1.1,0.9,0.0,,0.8,1.4,1.4,1.46,6.51,3.18,0.0,112.7,65.0,0.1625,188.0,38.0,14.0,83.0,1.19,0.07,0.6,8.0,23.0,38.0,1.0,2.91,,0.09,0.17,0.4,0.14,0.6,14.0,2.0
16-462,16-462,1,957,"Curry, fish and vegetable, Bangladeshi, homemade","Recipe, containing boal, hilsa, mackerel, rohu, onions, courgette, green beans, oil, water and spices",J,16-348,Updated 2014,,76.9,118.0,490.0,9.1,8.7,1.4,0.1,1.1,0.4,0.4,0.3,0.0,,0.5,,0.5,,,,0.0,,,,234.0,,,153.0,1.07,0.07,,,,,,,,,,2.1,,2.7,,3.0
16-446,16-446,1,958,"Curry, fish, Bangladeshi, homemade","Recipe, containing boal, rohu, spices, water and onion",JR,16-336,Updated 2013,,71.5,125.0,520.0,12.4,8.0,1.5,0.0,1.2,0.4,0.4,0.4,0.0,0.0,0.2,0.8,0.8,0.78,1.38,4.05,0.0,,,,257.0,,,261.0,1.14,0.09,,,,,,,,,,0.7,,3.8,,0.0
16-364,16-364,1,959,"Curry, fish, homemade","5 samples, containing white fish, onions, tomatoes and spices",JR,,"University of Leeds, Nutritional analysis of commonly consumed South Asian foods in the UK, 2007",,73.5,139.0,578.0,11.3,9.6,1.9,0.0,1.9,0.5,0.7,0.4,0.0,0.0,1.5,2.1,2.1,1.72,3.52,3.8,0.0,13.8,430.0,1.075,323.0,45.0,27.0,112.0,1.05,0.08,0.4,15.0,,0.0,1.4,3.24,,0.0,0.04,1.7,0.0,1.3,9.0,0.0
15-755,15-755,1,960,"Curry, green bean, masala, homemade",Recipe. Gujerati dish,DR,15-475,Updated 2014,,78.0,130.0,539.0,1.7,12.5,4.4,1.8,2.6,0.6,0.9,1.1,0.0,,2.9,3.1,3.1,0.87,7.3,3.73,0.0,0.0,14.0,0.035,263.0,52.0,24.0,40.0,1.4,0.07,0.3,1.0,,0.0,0.0,2.94,,0.07,0.06,0.6,0.05,0.0,41.0,6.0
16-455,16-455,1,961,"Curry, haddock, Bengali, homemade",Recipe,JR,16-349,Updated 2014,,60.2,263.0,1088.0,11.4,22.0,4.2,0.1,3.2,1.2,1.0,0.8,0.1,,0.8,1.1,1.1,13.78,5.56,0.85,0.76,85.2,240.0,0.6,323.0,28.0,22.0,120.0,0.44,0.04,0.3,20.0,201.0,253.0,0.2,1.03,,0.11,0.12,2.9,0.32,1.2,11.0,4.0
16-456,16-456,1,962,"Curry, herring, Bengali, homemade",Recipe,JR,16-350,Updated 2014,,52.1,327.0,1352.0,11.4,29.6,4.2,0.1,3.2,1.2,1.0,0.8,0.1,0.0,0.8,1.1,1.1,15.89,9.06,2.07,0.76,85.8,271.0,0.6775,326.0,57.0,26.0,160.0,1.08,0.11,0.7,21.0,29.0,278.0,11.5,1.19,,0.05,0.19,2.5,0.35,7.8,11.0,4.0
15-756,15-756,1,963,"Curry, karela, homemade","Recipe. Punjabi dish. Karela, onion and tomato.",DR,15-476,Updated 2014,,80.3,111.0,460.0,1.6,9.7,4.6,0.5,3.3,1.3,1.1,0.9,0.0,0.0,2.4,1.2,1.2,1.38,2.85,4.93,0.0,0.0,2.0,0.005,327.0,27.0,26.0,46.0,1.11,0.2,0.3,,,0.0,0.0,,,0.09,0.03,0.4,,0.0,20.0,64.0
19-591,19-591,1,964,"Curry, lamb biryani, homemade",Recipe,MR,19-397,Updated 2014,,61.9,195.0,817.0,7.1,9.2,20.9,18.3,2.0,0.6,0.5,0.2,0.3,,0.6,,0.6,1.79,4.73,2.01,0.21,16.5,21.0,0.0525,169.0,33.0,16.0,83.0,1.12,,1.1,5.0,9.0,4.0,0.1,1.55,8.98,0.07,0.05,1.1,0.15,0.3,6.0,2.0
19-592,19-592,1,965,"Curry, lamb biryani, reduced fat, homemade",Recipe,MR,19-398,Updated 2014,,66.3,150.0,634.0,7.4,3.7,21.9,19.2,2.0,0.6,0.5,0.2,0.3,,0.6,,0.6,1.28,1.36,0.38,0.21,16.6,20.0,0.05,174.0,32.0,17.0,85.0,1.17,0.14,1.2,5.0,7.0,3.0,0.1,0.32,,0.08,0.05,1.1,0.15,0.4,7.0,2.0
19-595,19-595,1,966,"Curry, lamb rogan josh, homemade",Recipe,MR,19-401,Updated 2014,,68.1,149.0,624.0,14.4,9.1,3.9,0.3,3.0,1.2,1.1,0.6,0.0,0.0,0.8,1.8,1.8,3.58,3.78,0.93,0.58,45.6,44.0,0.11,353.0,43.0,24.0,120.0,1.93,0.11,2.0,1.0,5.0,6.0,0.2,1.05,,0.13,0.11,2.4,0.2,0.9,6.0,3.0
19-599,19-599,1,967,"Curry, lamb vindaloo, homemade",Recipe,MR,19-403,Updated 2014,,59.4,199.0,833.0,19.8,12.9,2.7,0.4,1.8,1.4,0.3,1.0,0.0,,0.3,0.9,0.9,5.06,5.45,1.16,0.83,64.6,59.0,0.1475,343.0,55.0,30.0,160.0,2.75,0.11,2.8,2.0,4.0,8.0,0.3,0.55,,0.1,0.12,2.8,0.19,1.3,3.0,2.0
19-535,19-535,1,968,"Curry, lamb, made with cook-in sauce",Recipe,MR,,Updated 2013,,60.3,242.0,1008.0,15.5,17.7,5.5,1.6,3.9,1.2,1.4,1.3,0.0,0.0,0.9,1.5,1.5,7.13,6.54,2.61,1.21,63.0,231.0,0.5775,392.0,24.0,26.0,155.0,1.58,0.11,3.2,2.0,6.0,6.0,0.3,2.33,,0.11,0.12,3.0,0.18,1.3,7.0,2.0
15-757,15-757,1,969,"Curry, lentil, red/masoor dahl and mung bean dahl, homemade","Recipe, thin consistency",DR,15-483,Updated 2014,,75.7,116.0,487.0,4.8,6.7,10.1,8.3,0.9,0.2,0.2,0.5,0.0,,,,,0.48,3.82,1.99,0.0,0.0,18.0,0.045,212.0,16.0,23.0,70.0,1.6,0.12,0.6,2.0,,0.0,0.0,,,0.07,0.04,0.4,0.09,0.0,8.0,0.0
15-758,15-758,1,970,"Curry, lentil, red/masoor dahl and tomato, Punjabi, homemade","Recipe, thick consistency",DR,15-482,Updated 2014,,79.9,93.0,391.0,3.2,5.5,8.5,5.7,2.4,0.9,1.0,0.5,0.0,,1.3,,1.3,2.41,2.11,0.65,0.0,0.0,18.0,0.045,237.0,19.0,17.0,55.0,1.47,0.1,0.5,1.0,,0.0,0.0,,,0.08,0.02,0.6,0.13,0.0,18.0,7.0
15-759,15-759,1,971,"Curry, lentil, red/masoor dahl and tomato, with butter, homemade","Recipe, thin consistency",DR,15-480,Updated 2014,,77.8,104.0,435.0,4.3,5.3,10.6,8.7,1.1,0.3,0.3,0.6,0.0,,1.0,,1.0,3.18,1.32,0.29,0.17,12.8,57.0,0.1425,164.0,16.0,17.0,62.0,1.63,0.11,0.6,1.0,,58.0,0.1,,,0.08,0.04,0.4,0.1,0.0,4.0,1.0
15-760,15-760,1,972,"Curry, lentil, red/masoor dahl and tomato, with vegetable oil, homemade","Recipe, thin consistency",DR,15-481,Updated 2014,,76.9,113.0,473.0,4.3,6.3,10.6,8.7,1.1,0.3,0.3,0.6,0.0,,1.0,,1.0,0.45,3.63,1.88,0.0,0.0,13.0,0.0325,162.0,15.0,17.0,61.0,1.64,0.11,0.6,1.0,,0.0,0.0,,,0.08,0.03,0.4,0.1,0.0,4.0,1.0
15-761,15-761,1,973,"Curry, lentil, red/masoor dahl and vegetable, UK type, homemade","Recipe, Basic UK-type dish. Lentil, tomato, carrot and pepper",DR,15-484,Updated 2014,,72.5,112.0,470.0,5.7,3.8,14.8,11.4,2.4,0.7,0.8,0.9,0.0,,1.8,,1.8,0.3,2.07,1.14,0.0,0.0,12.0,0.03,256.0,24.0,25.0,84.0,2.26,0.15,0.8,1.0,,0.0,0.0,,,0.11,0.04,0.5,0.19,0.0,9.0,12.0
15-125,15-125,1,974,"Curry, lentil, red/masoor dahl, mung bean dahl and tomato, homemade",Punjabi dish. Recipe from dietary survey records,DR,,"Vegetable Dishes Supplement, 1992",,78.9,92.0,387.0,4.4,4.3,9.7,8.5,0.8,0.2,0.2,0.3,0.0,,1.6,,1.6,0.5,1.5,2.0,,0.0,,,170.0,8.0,15.0,51.0,1.1,0.11,0.5,2.0,,0.0,0.0,1.05,,0.07,0.03,0.3,0.07,0.0,11.0,1.0
15-762,15-762,1,975,"Curry, lentil, red/masoor dahl, Punjabi, homemade","Recipe, thick consistency",DR,15-479,Updated 2014,,65.2,141.0,591.0,7.2,4.6,19.3,13.7,3.9,1.2,1.0,1.7,0.0,0.0,2.0,,2.0,0.35,2.46,1.43,0.0,0.0,55.0,0.1375,285.0,33.0,28.0,102.0,2.42,0.19,1.0,2.0,,0.0,0.0,,,0.16,0.06,0.7,0.19,0.0,8.0,1.0
15-763,15-763,1,976,"Curry, lentil, red/masoor dahl, with butter, homemade","Recipe, Bangladeshi dish, thin consistancy",DR,15-477,Updated 2014,,62.8,161.0,678.0,7.6,6.6,19.3,15.6,2.2,0.6,0.5,1.1,0.0,,1.9,,1.9,3.93,1.62,0.41,0.21,15.8,74.0,0.185,283.0,26.0,30.0,108.0,2.59,0.2,1.0,2.0,,71.0,0.1,,,0.14,0.06,0.6,0.23,0.0,7.0,1.0
15-764,15-764,1,977,"Curry, lentil, red/masoor dahl, with vegetable oil, homemade","Recipe, Bangladeshi dish., thin consistancy",DR,15-479,Updated 2014,,61.7,173.0,725.0,7.6,7.9,19.2,15.6,2.2,0.6,0.5,1.1,0.0,,1.9,,1.9,0.57,4.46,2.37,0.0,0.0,20.0,0.05,281.0,25.0,30.0,106.0,2.6,0.2,1.0,2.0,,0.0,0.0,,,0.14,0.06,0.6,0.19,0.0,7.0,1.0
15-765,15-765,1,978,"Curry, lentil, whole/masoor, Gujerati, homemade","Recipe, thick consistency",DR,15-485,Updated 2014,,67.8,137.0,578.0,6.5,5.3,17.0,12.7,3.1,0.7,0.7,1.7,0.0,,1.6,,1.6,3.63,1.31,0.32,0.17,12.8,56.0,0.14,290.0,24.0,27.0,94.0,2.26,0.19,0.9,2.0,,57.0,0.1,,,0.17,0.06,0.7,0.15,0.0,8.0,3.0
15-766,15-766,1,979,"Curry, lentil, whole/masoor, Punjabi, homemade","Recipe, medium consistency",DR,15-486,Updated 2014,,69.4,148.0,620.0,5.7,8.3,13.9,11.3,1.4,0.3,0.3,0.7,0.0,,1.3,,1.3,0.58,4.71,2.45,0.0,0.0,26.0,0.065,223.0,25.0,25.0,81.0,2.34,0.16,0.8,1.0,,0.0,0.0,,,0.12,0.05,0.5,0.13,0.0,5.0,1.0
15-767,15-767,1,980,"Curry, mung bean dahl and spinach, homemade",Recipe. Gujerati dish. Split mung beans,DR,15-488,Updated 2014,,68.9,102.0,429.0,7.8,2.9,12.3,8.5,3.0,0.4,0.5,2.1,0.0,,,,,0.3,1.26,1.15,0.0,0.0,153.0,0.3825,684.0,144.0,71.0,120.0,3.14,0.16,1.1,4.0,,0.0,0.0,,,0.11,0.11,1.2,0.17,0.0,59.0,11.0
15-132,15-132,1,981,"Curry, mung bean dahl and tomato, homemade",Punjabi dish. Recipe from dietary survey records. Split mung beans,DR,,"Vegetable Dishes Supplement, 1992",,74.8,95.0,403.0,5.6,3.6,11.2,9.8,0.8,0.3,0.3,0.3,0.0,,2.6,,2.6,0.4,1.1,1.7,,0.0,,,230.0,9.0,20.0,53.0,1.0,0.13,0.5,3.0,,0.0,0.0,0.89,,0.08,0.05,0.5,0.07,0.0,25.0,1.0
15-768,15-768,1,982,"Curry, mung bean dahl, Bengali, homemade",Recipe. Split mung beans. Thin consistency,DR,15-487,Updated 2014,,82.3,74.0,311.0,4.2,3.4,7.4,6.2,0.5,0.1,0.1,0.2,0.0,,,,,2.03,0.82,0.21,0.11,8.1,43.0,0.1075,208.0,9.0,21.0,63.0,0.98,0.09,0.4,2.0,,36.0,0.0,,,0.05,0.04,0.3,0.05,0.0,11.0,0.0
15-769,15-769,1,983,"Curry, mung bean, whole and turnip leaves, homemade",Recipe,DR,15-491,Updated 2014,,68.8,169.0,700.0,4.4,14.4,6.2,5.0,0.3,0.1,0.0,0.1,0.0,,,,,7.49,4.61,1.15,0.21,15.3,99.0,0.2475,201.0,73.0,28.0,64.0,3.01,0.15,0.6,,,69.0,0.1,,,0.07,0.15,0.7,0.17,0.0,70.0,20.0
15-771,15-771,1,984,"Curry, mung bean, whole, Gujerati, homemade","Recipe, thick consistency",DR,15-489,Updated 2014,,69.5,126.0,528.0,6.0,5.9,13.2,9.5,2.5,0.7,0.7,1.1,0.0,,2.7,,2.7,0.45,3.35,1.77,0.0,0.0,6.0,0.015,392.0,30.0,41.0,95.0,1.75,0.15,0.7,4.0,,0.0,0.0,,,0.13,0.06,0.6,0.1,0.0,19.0,3.0
15-490,15-490,1,985,"Curry, mung bean, whole, Punjabi, homemade","Recipe, medium consistency",DR,15-134,Updated 2014,,80.1,74.0,312.0,4.2,2.8,8.8,6.9,1.0,0.3,0.3,0.3,0.0,,1.9,,1.9,1.64,0.66,0.19,0.09,6.5,231.0,0.5775,251.0,20.0,27.0,67.0,1.17,0.09,0.5,3.0,,29.0,0.0,0.18,,0.06,0.04,0.4,0.07,0.0,13.0,1.0
15-776,15-776,1,986,"Curry, pea and potato, homemade","Recipe, canned peas",DR,15-493,Updated 2014,,73.4,147.0,611.0,2.5,11.0,10.2,6.2,2.7,0.6,0.5,1.5,0.0,,2.3,2.8,2.8,0.8,6.35,3.31,0.0,0.0,26.0,0.065,235.0,19.0,16.0,43.0,0.99,0.05,0.3,0.0,,0.0,0.0,2.55,,0.1,0.03,0.6,0.15,0.0,12.0,4.0
15-777,15-777,1,987,"Curry, pigeon pea dahl and tomato, homemade",Recipe. Thin consistency. Split pigeon peas,DR,15-496,Updated 2014,,86.9,56.0,237.0,2.3,2.2,7.3,5.6,1.5,0.1,0.1,1.3,0.0,,1.1,,1.1,0.18,1.21,0.69,0.0,0.0,10.0,0.025,168.0,6.0,11.0,36.0,0.42,0.1,0.3,,,0.0,0.0,,,0.07,0.01,0.3,,0.0,6.0,1.0
15-778,15-778,1,988,"Curry, pigeon pea dahl with tomatoes and peanuts, homemade","Recipe, Gujerati, split pigeon peas",DR,15-497,Updated 2014,,69.9,121.0,510.0,6.9,3.3,16.9,15.2,1.0,0.2,0.2,0.6,0.0,,3.0,,3.0,0.48,1.46,1.04,0.0,0.0,11.0,0.0275,439.0,16.0,33.0,103.0,1.06,0.3,0.8,,,0.0,0.0,,,0.23,0.03,1.0,,0.0,19.0,2.0
15-779,15-779,1,989,"Curry, pigeon pea dahl, with butter, homemade","Recipe, split pigeon peas",DR,15-494,Updated 2014,,74.9,108.0,455.0,4.6,4.7,13.5,10.9,2.1,0.1,0.1,1.8,0.0,,2.1,,2.1,2.66,1.19,0.38,0.14,10.5,58.0,0.145,304.0,17.0,21.0,70.0,0.98,0.2,0.5,,,47.0,0.0,,,0.15,0.03,0.5,,0.0,10.0,0.0
15-780,15-780,1,990,"Curry, pigeon pea dahl, with vegetable oil, homemade","Recipe, split pigeon peas",DR,15-495,Updated 2014,,74.2,116.0,487.0,4.6,5.5,13.5,10.9,2.1,0.1,0.1,1.8,0.0,,2.1,,2.1,0.42,3.08,1.68,0.0,0.0,22.0,0.055,303.0,17.0,21.0,69.0,0.98,0.2,0.5,,,0.0,0.0,,,0.15,0.03,0.5,,0.0,10.0,0.0
15-781,15-781,1,991,"Curry, potato and pea, homemade","Recipe, Bangladeshi dish",DR,15-500,Updated 2014,,76.2,92.0,387.0,2.7,3.7,13.0,7.6,3.7,1.0,0.9,1.7,0.0,,2.4,3.1,3.1,0.28,1.97,1.13,0.0,0.0,30.0,0.075,294.0,32.0,21.0,51.0,1.25,0.09,0.4,0.0,4.0,0.0,0.0,0.9,,0.25,0.03,0.9,0.26,0.0,16.0,7.0
15-782,15-782,1,992,"Curry, potato, Gujerati, homemade",Recipe,DR,15-498,Updated 2014,,78.6,94.0,394.0,1.5,5.4,11.8,9.7,2.1,0.3,0.2,1.6,0.0,,0.8,1.4,1.4,0.38,3.12,1.55,0.0,0.0,22.0,0.055,225.0,16.0,15.0,28.0,0.91,0.07,0.3,0.0,3.0,0.0,0.0,1.27,,0.14,0.01,0.5,0.21,0.0,12.0,7.0
15-783,15-783,1,993,"Curry, potato, Punjabi, homemade",Recipe,DR,15-499,Updated 2014,,76.9,94.0,396.0,1.8,4.0,13.8,11.0,2.4,0.9,0.8,0.6,0.0,,1.2,2.0,2.0,2.45,1.02,0.2,0.13,9.8,49.0,0.1225,374.0,17.0,20.0,37.0,0.95,0.1,0.3,0.0,5.0,44.0,0.0,0.45,,0.21,0.02,0.6,0.26,0.0,15.0,10.0
16-457,16-457,1,994,"Curry, prawn and mushroom, homemade",Recipe,J,16-351,Updated 2014,,72.4,164.0,677.0,5.7,14.3,2.7,0.6,1.7,0.7,0.6,0.5,0.0,,1.0,1.1,1.1,1.01,8.28,4.24,0.0,38.0,73.0,0.1825,337.0,26.0,20.0,105.0,0.91,0.46,0.7,17.0,9.0,0.0,0.0,3.73,,0.1,0.14,1.3,0.14,0.3,16.0,3.0
16-365,16-365,1,995,"Curry, Prawn bhuna, takeaway","10 samples, 2 from different establishments in each of 5 regions. Contains prawns in a dry sauce which includes onions, tomatoes, garlic, chilli and green peppers.",JR,,"Aspland and James Ltd, Nutrient analysis of ethnic takeaway foods, 1997",,75.6,120.0,497.0,8.6,8.7,1.8,0.6,1.2,0.5,0.7,0.0,0.0,0.0,1.9,2.5,2.5,1.4,3.97,2.95,0.02,158.0,321.0,0.8025,207.0,98.0,27.0,96.0,4.39,0.14,0.8,14.0,34.0,6.0,0.0,2.71,,0.23,0.45,0.5,0.08,0.4,4.0,2.0
16-366,16-366,1,996,"Curry, Prawn madras, takeaway","10 samples, 2 from different establishments in each of 5 regions. Sauce consists of tomato puree and spices.",JR,,"Aspland and James Ltd, Nutrient analysis of ethnic takeaway foods, 1997",,77.3,115.0,479.0,7.8,8.3,2.5,1.3,1.2,0.5,0.4,0.1,0.1,0.0,2.0,2.4,2.4,1.4,3.87,2.85,0.03,130.2,301.0,0.7525,188.0,96.0,26.0,95.0,4.07,0.1,0.8,,,8.0,0.0,3.6,,0.02,,0.6,0.08,0.0,,
16-333,16-333,1,997,"Curry, prawn, takeaway","20 samples, average of 10 Bhuna and 10 Madras",JR,16-278 16-317 16-318,"Reviewed 2013. Aspland and James Ltd, Nutrient analysis of ethnic and takeaway foods, 1997. Fatty acids average of Fatty Acids Supplement 16-317/318",,76.4,118.0,491.0,8.2,8.5,2.3,0.9,1.4,0.5,0.6,0.1,0.1,0.0,2.0,2.5,2.5,1.4,3.83,2.9,0.0,144.1,311.0,0.7775,198.0,97.0,26.0,95.0,4.23,0.12,0.8,14.0,34.0,7.0,0.0,3.16,,0.02,0.05,0.6,0.08,0.4,4.0,2.0
15-784,15-784,1,998,"Curry, red kidney and mung bean, whole, homemade",Recipe,DR,15-502,"Updated 2014. Ingredient proportions derived from dietary survey records, no information available on spices used in recipe.",,73.1,153.0,636.0,3.9,12.1,7.6,6.6,0.4,0.0,0.0,0.3,0.0,,2.1,,2.1,3.04,5.75,2.59,0.14,10.1,37.0,0.0925,220.0,17.0,25.0,65.0,1.05,0.1,0.5,3.0,,46.0,0.0,,,0.07,0.03,0.3,0.05,0.0,11.0,0.0
15-785,15-785,1,999,"Curry, red kidney bean, Gujerati, homemade","Recipe, thin-medium consistency",DR,15-501,Updated 2014,,75.7,107.0,446.0,4.0,6.1,9.7,6.4,2.3,0.3,0.3,1.7,0.0,,2.8,,2.8,0.43,3.45,1.84,0.0,0.0,4.0,0.01,280.0,24.0,29.0,77.0,1.45,0.13,0.6,3.0,,0.0,0.0,1.42,,0.1,0.03,0.4,0.08,0.0,12.0,3.0
15-146,15-146,1,1000,"Curry, red kidney bean, Punjabi, homemade",Recipe from dietary survey records. Medium consistency,DR,,"Vegetable Dishes Supplement, 1992",,74.8,106.0,448.0,4.7,5.6,10.1,7.8,1.2,0.3,0.3,0.5,0.0,,3.8,,3.8,0.6,1.9,2.7,,0.0,,,270.0,22.0,25.0,74.0,1.4,0.13,0.6,3.0,,0.0,0.0,1.54,,0.11,0.03,0.4,0.09,0.0,23.0,2.0
15-787,15-787,1,1001,"Curry, spinach and potato, masala, homemade","Recipe, Frozen spinach and potato in masala sauce.",DR,15-504,Updated 2014,,77.7,110.0,456.0,2.2,8.2,7.4,2.3,4.9,2.1,1.8,1.0,0.0,,1.7,,1.7,0.57,4.7,2.53,0.0,0.0,35.0,0.0875,332.0,61.0,21.0,39.0,1.05,0.1,0.3,0.0,5.0,0.0,0.0,2.98,,0.13,0.04,0.9,0.14,0.0,20.0,6.0
15-634,15-634,1,1002,"Curry, Thai, stir-fry vegetable, takeaway and restaurant","10 sub-samples, 2 from different establishments in each of 5 regions",DR,,"Aspland and James Ltd, Nutrient analysis of ethnic takeaway foods, 1997",,77.9,101.0,421.0,3.8,8.2,3.3,1.7,1.6,0.8,0.8,0.0,0.0,,2.6,3.1,3.1,3.97,2.3,1.57,0.01,19.5,570.0,1.425,207.0,28.0,21.0,54.0,1.66,0.1,0.4,4.0,15.0,3.0,0.0,1.48,,0.02,,0.7,0.09,0.0,3.0,3.0
15-788,15-788,1,1003,"Curry, tinda gourd and potato, homemade","Recipe. Punjabi dish. Tinda gourd, potato, tomato and onion.",DR,15-505,Updated 2014,,83.2,74.0,309.0,1.6,3.9,8.5,4.7,3.5,,,,0.0,,,,,0.56,1.13,1.96,0.0,0.0,43.0,0.1075,232.0,23.0,17.0,33.0,0.71,0.09,,,,0.0,0.0,,,0.08,0.04,0.4,,0.0,,9.0
15-789,15-789,1,1004,"Curry, vegetable, frozen mixed vegetables, homemade",Recipe. Frozen mixed vegetables and potato.,DR,15-506,Updated 2014,,80.6,90.0,374.0,2.5,6.1,7.2,3.8,2.9,0.6,0.5,1.8,0.0,,,,,0.4,3.39,1.7,0.0,0.0,25.0,0.0625,191.0,32.0,17.0,47.0,1.05,0.05,0.3,,2.0,0.0,0.0,,,0.11,0.06,0.6,0.13,0.0,31.0,9.0
15-790,15-790,1,1005,"Curry, vegetable, in sweet sauce, UK type, homemade",Recipe. Vegetables in a basic UK-type curry sauce. Recipe from review of recipe collection,DR,15-612,Updated 2014,,87.1,51.0,216.0,1.3,2.1,7.3,2.9,3.9,1.5,1.6,0.8,0.0,,1.3,,1.3,0.51,0.86,0.51,0.0,0.0,9.0,0.0225,208.0,20.0,13.0,26.0,0.83,0.06,0.2,0.0,,0.0,0.0,,,0.1,0.02,0.5,0.08,0.0,15.0,9.0
15-791,15-791,1,1006,"Curry, vegetable, Islami, homemade",Recipe,DR,15-507,Updated 2014,,80.1,81.0,337.0,2.2,4.6,8.4,3.8,4.0,1.8,1.7,0.5,0.0,,1.8,,1.8,0.31,2.31,1.2,0.0,0.0,27.0,0.0675,377.0,31.0,22.0,42.0,1.21,0.09,0.3,1.0,3.0,0.0,0.0,1.56,,0.15,0.04,0.7,0.21,0.0,20.0,12.0
15-792,15-792,1,1007,"Curry, vegetable, Pakistani, homemade","Recipe. Assorted vegetables, includes coconut",DR,15-508,Updated 2014,,81.2,64.0,267.0,2.3,2.6,9.2,4.8,3.9,1.3,1.2,1.3,0.0,,2.2,,2.2,0.9,0.73,0.78,0.0,0.0,23.0,0.0575,338.0,36.0,25.0,52.0,1.47,0.08,0.4,1.0,,0.0,0.0,0.57,,0.2,0.03,0.7,0.15,0.0,13.0,8.0
15-619,15-619,1,1008,"Curry, vegetable, ready meal, without rice, cooked","10 samples, 10 products, frozen and chilled, including generic vegetable curry, korma, dhansak and jalfrezi",DR,,"Direct Laboratories, Nutrient analysis catch up project, 2003; and industry data, 2013",,79.8,94.0,392.0,2.1,6.0,8.4,5.0,3.4,0.9,0.9,1.1,0.6,,1.5,1.8,1.8,1.89,2.26,1.52,0.15,3.6,200.0,0.5,259.0,41.0,19.0,47.0,0.83,0.12,0.3,2.0,3.0,15.0,0.0,1.97,,0.06,0.05,0.8,0.08,0.0,56.0,0.0
15-892,15-892,1,1009,"Curry, vegetable, retail, with rice",Calculated using 54% retail curry (15-619) and 46% plain ready cooked rice (11-884),DR,15-155,Calculated 2014,,70.5,125.0,526.0,3.0,4.1,20.2,18.3,1.9,0.5,0.5,0.6,0.3,,0.8,1.5,1.5,1.16,1.39,1.22,0.09,1.9,177.0,0.4425,163.0,30.0,14.0,52.0,0.51,0.12,0.3,4.0,2.0,8.0,0.0,1.23,,0.07,0.03,1.5,0.08,0.0,33.0,0.0
15-793,15-793,1,1010,"Curry, vegetable, West Indian, homemade","Recipe. Aubergine, okra, spinach and potato.",DR,15-509,Updated 2014,,83.8,60.0,251.0,2.4,4.0,4.1,1.8,2.1,0.8,0.8,0.5,0.0,,3.1,,3.1,0.37,1.9,1.23,0.0,0.0,54.0,0.135,399.0,118.0,49.0,45.0,1.97,0.08,0.6,1.0,,0.0,0.0,,,0.09,0.05,0.7,0.13,0.0,37.0,9.0
15-794,15-794,1,1011,"Curry, vegetable, with yogurt, UK type, homemade",Recipe. Basic UK-type curry. Mixed vegetables with yogurt.,DR,15-510,Updated 2014,,86.2,64.0,266.0,2.2,4.0,4.7,0.3,4.0,1.2,1.1,0.8,0.5,,,,,0.39,2.14,1.17,0.0,0.2,15.0,0.0375,276.0,44.0,17.0,51.0,0.84,0.04,0.3,1.0,,1.0,0.0,,,0.08,0.06,0.3,0.14,0.0,19.0,12.0
